id,tipo,path,metodo,contesto,ruolo,livello,stato,evidenza,note
ea5e6ff0,endpoint,/api/v1/admin/event-outbox/failed,GET,Administration,user,L2,✅ verificato,403 corretto per utente semplice: endpoint admin  era il tracker a classificarlo self-service,auth non dedotta: leggere il codice
620e5204,endpoint,/api/v1/admin/event-outbox/pending,GET,Administration,user,L2,✅ verificato,403 corretto per utente semplice: endpoint admin  era il tracker a classificarlo self-service,auth non dedotta: leggere il codice
42108da8,endpoint,/api/v1/admin/event-outbox/stats,GET,Administration,user,L2,✅ verificato,403 corretto per utente semplice: endpoint admin  era il tracker a classificarlo self-service,auth non dedotta: leggere il codice
6d48b302,endpoint,/api/v1/admin/events,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
3c0cc956,endpoint,/api/v1/admin/events/stream,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 401,
c6474998,endpoint,/api/v1/admin/events/types,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
e7a64f55,endpoint,/api/v1/admin/impersonation/active,GET,Administration,admin,L2,✅ verificato,200; nessuna impersonificazione attiva,
576b3988,endpoint,/api/v1/admin/impersonation/active/{adminUserId:guid},GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
cb0e5a88,endpoint,/api/v1/admin/impersonation/end,POST,Administration,admin,L3,⚠️ finding da aprire,500 AmbiguousMatchException: rotta registrata due volte (#3840  corretta in PR #3841),
cb0e5a88,endpoint,/api/v1/admin/impersonation/end,POST,Administration,admin,L3,⚠️ finding da aprire,500 AmbiguousMatchException: rotta registrata due volte (#3840  corretta in PR #3841),
cb0e5a88,endpoint,/api/v1/admin/impersonation/end,POST,Administration,admin,L3,⚠️ finding da aprire,500 AmbiguousMatchException: rotta registrata due volte (#3840  corretta in PR #3841),
1f755ab6,endpoint,/api/v1/admin/impersonation/revoke,POST,Administration,admin,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
2161bae7,endpoint,/api/v1/admin/impersonation/start,POST,Administration,admin,L3,✅ verificato,403 per utente non privilegiato,
6a53cc6b,endpoint,/api/v1/admin/indexer/versions,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
274f30a7,endpoint,/api/v1/admin/infrastructure/details,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
8ceca285,endpoint,/api/v1/admin/infrastructure/health,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
801e662b,endpoint,/api/v1/admin/infrastructure/metrics/timeseries,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
928b5f6e,endpoint,/api/v1/admin/infrastructure/pipeline/test,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
1d02747f,endpoint,/api/v1/admin/infrastructure/services,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
60f8bef1,endpoint,/api/v1/admin/infrastructure/services/{name}/config,GET,Administration,admin,L1,⬜ non coperto,,
149873f5,endpoint,/api/v1/admin/infrastructure/services/{name}/config,PUT,Administration,admin,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
10344158,endpoint,/api/v1/admin/infrastructure/services/{name}/dependencies,GET,Administration,admin,L1,⬜ non coperto,,
42416595,endpoint,/api/v1/admin/infrastructure/services/{name}/health-check,POST,Administration,admin,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
727a3486,endpoint,/api/v1/admin/infrastructure/services/{name}/restart,POST,Administration,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  restart ,
d02a2a37,endpoint,/api/v1/admin/infrastructure/services/dashboard,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
27efb51f,endpoint,/api/v1/admin/invitations,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
7987e8f4,endpoint,/api/v1/admin/invitations,POST,Administration,admin,L2,✅ verificato,201 con {email displayName role}; crea anche una riga in users,
974f150c,endpoint,/api/v1/admin/invitations/{id:guid},DELETE,Administration,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
cf0e6fa1,endpoint,/api/v1/admin/invitations/{id:guid},GET,Administration,admin,L2,✅ verificato,admin 404 · utente 403 — admin 404: risorsa assente  non un difetto di per sé,
0f0753ce,endpoint,/api/v1/admin/invitations/{id:guid}/resend,POST,Administration,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
db766b19,endpoint,/api/v1/admin/logs/,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
8ef21c53,endpoint,/api/v1/admin/metrics/labels,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
649ddc61,endpoint,/api/v1/admin/model-performance/,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
95f5c6c6,endpoint,/api/v1/admin/monitoring/mau,GET,Administration,admin,L2,⚠️ finding da aprire,admin 400 · utente 400 — endpoint admin non respinge l'utente: 400,
59ca84a1,endpoint,/api/v1/admin/openrouter/free-quota,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
e27ac2c9,endpoint,/api/v1/admin/openrouter/requests,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
3cab8225,endpoint,/api/v1/admin/openrouter/status,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
05f3eec3,endpoint,/api/v1/admin/openrouter/usage/costs,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
98fa88f3,endpoint,/api/v1/admin/openrouter/usage/timeline,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
049139be,endpoint,/api/v1/admin/operations/batch-jobs/,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
4cc57a2d,endpoint,/api/v1/admin/operations/batch-jobs/,POST,Administration,admin,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
39d4a853,endpoint,/api/v1/admin/operations/batch-jobs/{id:guid},DELETE,Administration,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
e87bacdf,endpoint,/api/v1/admin/operations/batch-jobs/{id:guid},GET,Administration,admin,L2,✅ verificato,admin 404 · utente 403 — admin 404: risorsa assente  non un difetto di per sé,
4e0cb1c1,endpoint,/api/v1/admin/operations/batch-jobs/{id:guid}/cancel,PUT,Administration,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
e27a466b,endpoint,/api/v1/admin/operations/batch-jobs/{id:guid}/logs/stream,GET,Administration,admin,L2,✅ verificato,admin 404 · utente 401 — admin 404: risorsa assente  non un difetto di per sé,
ffde9736,endpoint,/api/v1/admin/operations/batch-jobs/{id:guid}/retry,PUT,Administration,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
74643496,endpoint,/api/v1/admin/operations/emails,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
38aa88e4,endpoint,/api/v1/admin/operations/end-impersonation,POST,Administration,admin,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
e467fbcc,endpoint,/api/v1/admin/operations/health,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
d97d4aa2,endpoint,/api/v1/admin/operations/impersonate,POST,Administration,admin,L3,✅ verificato,403 per utente non privilegiato,
2841bc4f,endpoint,/api/v1/admin/operations/metrics,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
a047fba9,endpoint,/api/v1/admin/operations/restart-service,POST,Administration,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  restart ,
abc79b0b,endpoint,/api/v1/admin/overview-stats,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
b21336e1,endpoint,/api/v1/admin/playground/scenarios/,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
43607f74,endpoint,/api/v1/admin/playground/scenarios/,POST,Administration,admin,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
091becbc,endpoint,/api/v1/admin/playground/scenarios/{id:guid},DELETE,Administration,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
d858db1c,endpoint,/api/v1/admin/playground/scenarios/{id:guid},GET,Administration,admin,L2,✅ verificato,admin 404 · utente 403 — admin 404: risorsa assente  non un difetto di per sé,
58f55468,endpoint,/api/v1/admin/playground/scenarios/{id:guid},PUT,Administration,admin,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
f90fdab8,endpoint,/api/v1/admin/queue/,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
1eb49f5b,endpoint,/api/v1/admin/queue/{jobId:guid},DELETE,Administration,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
f68cba4a,endpoint,/api/v1/admin/queue/{jobId:guid},GET,Administration,admin,L1,⬜ non coperto,,
18578ad3,endpoint,/api/v1/admin/queue/{jobId:guid}/cancel,POST,Administration,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
21739456,endpoint,/api/v1/admin/queue/{jobId:guid}/priority,PATCH,Administration,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
73174a2f,endpoint,/api/v1/admin/queue/{jobId:guid}/retry,POST,Administration,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
7f18e241,endpoint,/api/v1/admin/queue/{jobId:guid}/stream,GET,Administration,admin,L1,⬜ non coperto,,
b2bd6524,endpoint,/api/v1/admin/queue/alerts,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
f8f72d4a,endpoint,/api/v1/admin/queue/config,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
e403d5ea,endpoint,/api/v1/admin/queue/config,PATCH,Administration,admin,L1,✅ verificato,204,
a3b25496,endpoint,/api/v1/admin/queue/documents/{pdfDocumentId:guid}/extracted-text,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
c4a03c6f,endpoint,/api/v1/admin/queue/enqueue,POST,Administration,admin,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
96edf266,endpoint,/api/v1/admin/queue/eta,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
f550d393,endpoint,/api/v1/admin/queue/metrics,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
b59634e5,endpoint,/api/v1/admin/queue/reindex-failed,POST,Administration,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  reindex ,
45b37856,endpoint,/api/v1/admin/queue/reindex-ready,POST,Administration,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  reindex ,
8543161c,endpoint,/api/v1/admin/queue/reorder,PUT,Administration,admin,L1,⚠️ finding da aprire,errore server: 500,
77e94608,endpoint,/api/v1/admin/queue/status,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
cf003945,endpoint,/api/v1/admin/queue/stream,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
9d7e1d43,endpoint,/api/v1/admin/rag-backup/export,POST,Administration,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  backup ,
062e9731,endpoint,/api/v1/admin/rag-backup/import,POST,Administration,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  backup ,
a5974a23,endpoint,/api/v1/admin/rag-backup/snapshots,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
4f097616,endpoint,/api/v1/admin/rag-backup/snapshots/{id},DELETE,Administration,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  backup ,
571d2dd5,endpoint,/api/v1/admin/rag-backup/snapshots/{id},GET,Administration,admin,L2,✅ verificato,admin 404 · utente 403 — admin 404: risorsa assente  non un difetto di per sé,
576b9204,endpoint,/api/v1/admin/rate-limit-overrides,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
a5683185,endpoint,/api/v1/admin/requests,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
766b5a21,endpoint,/api/v1/admin/resources/tokens/,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
5e51608f,endpoint,/api/v1/admin/resources/tokens/add-credits,POST,Administration,admin,L1,✅ verificato,204,
5a19d949,endpoint,/api/v1/admin/resources/tokens/consumption,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
1a984411,endpoint,/api/v1/admin/resources/tokens/tiers,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
1bad9f67,endpoint,/api/v1/admin/resources/tokens/tiers/{tier},PUT,Administration,admin,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
d2eedade,endpoint,/api/v1/admin/resources/tokens/top-consumers,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
0a32147c,endpoint,/api/v1/admin/service-calls/,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
302c679c,endpoint,/api/v1/admin/service-calls/summary,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
2403330a,endpoint,/api/v1/admin/sessions,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
8ce6ee91,endpoint,/api/v1/admin/sessions/{sessionId:guid},DELETE,Administration,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
f5411753,endpoint,/api/v1/admin/staging-allowlist,GET,Administration,user,L2,✅ verificato,403 corretto: endpoint documentato Superadmin only; era il tracker a classificarlo user,auth non dedotta: leggere il codice
f1b67b52,endpoint,/api/v1/admin/staging-allowlist,POST,Administration,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,auth non dedotta: leggere il codice
8963b409,endpoint,/api/v1/admin/staging-allowlist/{id:guid},DELETE,Administration,user,L1,✅ verificato,404 su risorsa inesistente: gestito,auth non dedotta: leggere il codice
03194297,endpoint,/api/v1/admin/stats,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
11c52f71,endpoint,/api/v1/admin/storage/migrate,POST,Administration,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  migrate ,
aaef5506,endpoint,/api/v1/admin/storage/migration/enqueue,POST,Administration,admin,L1,⚠️ finding da aprire,errore server: 500,
31f63f97,endpoint,/api/v1/admin/storage/migration/reverse,POST,Administration,admin,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
468fba94,endpoint,/api/v1/admin/system/pdf-upload-limits,GET,Administration,admin,L2,⚠️ finding da aprire,admin 500 · utente 403 — admin riceve 500,
bb789bb9,endpoint,/api/v1/admin/system/pdf-upload-limits,PUT,Administration,admin,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
245115a6,endpoint,/api/v1/admin/system/session-limits,GET,Administration,admin,L2,⚠️ finding da aprire,admin 500 · utente 403 — admin riceve 500,
f09bdcfc,endpoint,/api/v1/admin/system/session-limits,PUT,Administration,admin,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
7f9e9230,endpoint,/api/v1/admin/test/seed/cleanup,POST,Administration,user,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  cleanup ,auth non dedotta: leggere il codice
d763c390,endpoint,/api/v1/admin/test/seed/game-night,POST,Administration,user,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  seed ,auth non dedotta: leggere il codice
ba87ad19,endpoint,/api/v1/admin/test/seed/library-game,POST,Administration,user,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  seed ,auth non dedotta: leggere il codice
b8e5cce9,endpoint,/api/v1/admin/test/seed/player,POST,Administration,user,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  seed ,auth non dedotta: leggere il codice
856b455d,endpoint,/api/v1/admin/test/seed/session,POST,Administration,user,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  seed ,auth non dedotta: leggere il codice
aaf287ea,endpoint,/api/v1/admin/test/seed/user-game-session,POST,Administration,user,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  seed ,auth non dedotta: leggere il codice
0062d3b7,endpoint,/api/v1/admin/users,GET,Administration,admin,L3,✅ verificato,403 per utente non privilegiato; 200 per superadmin,
0062d3b7,endpoint,/api/v1/admin/users,GET,Administration,admin,L3,✅ verificato,403 per utente non privilegiato; 200 per superadmin,
28e23a1e,endpoint,/api/v1/admin/users,POST,Administration,admin,L2,✅ verificato,201; utente creato e visibile in users; richiede email password displayName,
28e23a1e,endpoint,/api/v1/admin/users,POST,Administration,admin,L2,✅ verificato,201; utente creato e visibile in users; richiede email password displayName,
ac828613,endpoint,/api/v1/admin/users/{id:guid}/rate-limit-override,DELETE,Administration,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
0a1d5f9c,endpoint,/api/v1/admin/users/{id:guid}/rate-limit-override,POST,Administration,admin,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
c44ea1ac,endpoint,/api/v1/admin/users/{id:guid}/rate-limit-status,GET,Administration,admin,L2,⚠️ finding da aprire,admin 500 · utente 403 — admin riceve 500,
9b183762,endpoint,/api/v1/admin/users/{id},DELETE,Administration,admin,L3,✅ verificato,204; riga rimossa da users (cancellazione fisica  nessuna colonna di soft delete),
9b183762,endpoint,/api/v1/admin/users/{id},DELETE,Administration,admin,L3,✅ verificato,204; riga rimossa da users (cancellazione fisica  nessuna colonna di soft delete),
969bd3df,endpoint,/api/v1/admin/users/{id},PUT,Administration,admin,L2,✅ verificato,200; displayName aggiornato,
969bd3df,endpoint,/api/v1/admin/users/{id},PUT,Administration,admin,L2,✅ verificato,200; displayName aggiornato,
a787603b,endpoint,/api/v1/admin/users/{id}/lockout-status,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
a787603b,endpoint,/api/v1/admin/users/{id}/lockout-status,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
ddeae0f8,endpoint,/api/v1/admin/users/{id}/suspend,POST,Administration,admin,L3,✅ verificato,200 con {reason}; utente sospeso,
ddeae0f8,endpoint,/api/v1/admin/users/{id}/suspend,POST,Administration,admin,L3,✅ verificato,200 con {reason}; utente sospeso,
31562256,endpoint,/api/v1/admin/users/{id}/tier,PUT,Administration,admin,L2,⚠️ finding da aprire,rifiuta ogni valore: campo Tier nel DTO vs NewTier nel command  tre elenchi di tier validi (#3842),
31562256,endpoint,/api/v1/admin/users/{id}/tier,PUT,Administration,admin,L2,⚠️ finding da aprire,rifiuta ogni valore: campo Tier nel DTO vs NewTier nel command  tre elenchi di tier validi (#3842),
9fc9a245,endpoint,/api/v1/admin/users/{id}/unlock,POST,Administration,admin,L2,✅ verificato,400 Account is not locked su account non bloccato: rifiuto corretto,
9fc9a245,endpoint,/api/v1/admin/users/{id}/unlock,POST,Administration,admin,L2,✅ verificato,400 Account is not locked su account non bloccato: rifiuto corretto,
5f44c462,endpoint,/api/v1/admin/users/{id}/unsuspend,POST,Administration,admin,L2,✅ verificato,200; sospensione revocata,
5f44c462,endpoint,/api/v1/admin/users/{id}/unsuspend,POST,Administration,admin,L2,✅ verificato,200; sospensione revocata,
e6d29d89,endpoint,/api/v1/admin/users/{userId:guid},GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
e6d29d89,endpoint,/api/v1/admin/users/{userId:guid},GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
cd85c386,endpoint,/api/v1/admin/users/{userId:guid}/ai-usage,GET,Administration,admin,L2,⚠️ finding da aprire,admin 500 · utente 403 — admin riceve 500,
5ac2a219,endpoint,/api/v1/admin/users/{userId:guid}/audit-log,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
41afffd0,endpoint,/api/v1/admin/users/{userId:guid}/badges,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
41afffd0,endpoint,/api/v1/admin/users/{userId:guid}/badges,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
8c69e18a,endpoint,/api/v1/admin/users/{userId:guid}/impersonate,POST,Administration,admin,L3,✅ verificato,200; impersonificazione avviata (la chiusura fallisce: vedi 3840),
8c69e18a,endpoint,/api/v1/admin/users/{userId:guid}/impersonate,POST,Administration,admin,L3,✅ verificato,200; impersonificazione avviata (la chiusura fallisce: vedi 3840),
de4549d5,endpoint,/api/v1/admin/users/{userId:guid}/level,PATCH,Administration,admin,L2,✅ verificato,200 con {level:2},
de4549d5,endpoint,/api/v1/admin/users/{userId:guid}/level,PATCH,Administration,admin,L2,✅ verificato,200 con {level:2},
92d14a41,endpoint,/api/v1/admin/users/{userId:guid}/library/stats,GET,Administration,admin,L2,⚠️ finding da aprire,admin 500 · utente 403 — admin riceve 500,
92d14a41,endpoint,/api/v1/admin/users/{userId:guid}/library/stats,GET,Administration,admin,L2,⚠️ finding da aprire,admin 500 · utente 403 — admin riceve 500,
9d3c3966,endpoint,/api/v1/admin/users/{userId:guid}/reset-password,POST,Administration,admin,L3,✅ verificato,200 con {newPassword}; Password reset successful,
9d3c3966,endpoint,/api/v1/admin/users/{userId:guid}/reset-password,POST,Administration,admin,L3,✅ verificato,200 con {newPassword}; Password reset successful,
1777c505,endpoint,/api/v1/admin/users/{userId:guid}/role,PUT,Administration,admin,L3,⚠️ finding da aprire,404 a ogni chiamata benche registrato in AdminUserTierEndpoints.cs:139 (#3842),
89915630,endpoint,/api/v1/admin/users/{userId:guid}/role-history,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
89915630,endpoint,/api/v1/admin/users/{userId:guid}/role-history,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
b46bf46e,endpoint,/api/v1/admin/users/{userId:guid}/send-email,POST,Administration,admin,L2,✅ verificato,200 con {subject body},
b46bf46e,endpoint,/api/v1/admin/users/{userId:guid}/send-email,POST,Administration,admin,L2,✅ verificato,200 con {subject body},
45ad0995,endpoint,/api/v1/admin/users/{userId:guid}/sessions,DELETE,Administration,admin,L3,✅ verificato,200; sessioni dell utente revocate,
1dd9a7a6,endpoint,/api/v1/admin/users/{userId}/activity,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
1dd9a7a6,endpoint,/api/v1/admin/users/{userId}/activity,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
03cdc959,endpoint,/api/v1/admin/users/activity-log,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
73a334ad,endpoint,/api/v1/admin/users/bulk/export,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
73a334ad,endpoint,/api/v1/admin/users/bulk/export,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
40b6d481,endpoint,/api/v1/admin/users/bulk/import,POST,Administration,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  bulk ,
40b6d481,endpoint,/api/v1/admin/users/bulk/import,POST,Administration,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  bulk ,
14921ce3,endpoint,/api/v1/admin/users/bulk/invite,POST,Administration,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  bulk ,
75066130,endpoint,/api/v1/admin/users/bulk/password-reset,POST,Administration,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  bulk ,
75066130,endpoint,/api/v1/admin/users/bulk/password-reset,POST,Administration,user,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  bulk ,auth non dedotta: leggere il codice
eecae843,endpoint,/api/v1/admin/users/bulk/role-change,POST,Administration,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  bulk ,
eecae843,endpoint,/api/v1/admin/users/bulk/role-change,POST,Administration,user,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  bulk ,auth non dedotta: leggere il codice
30001f45,endpoint,/api/v1/admin/users/invitations,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
c9572883,endpoint,/api/v1/admin/users/invitations/{id:guid},DELETE,Administration,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
ef0a9f95,endpoint,/api/v1/admin/users/invitations/{id}/resend,POST,Administration,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
2c6f372b,endpoint,/api/v1/admin/users/invitations/stats,GET,Administration,admin,L2,✅ verificato,admin 200 · utente 403,
