"Id","Project","File","Line","Code","Category","Message"
"b33f4dbbafb842fe6a720a1347d20eae","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Application\Commands\BulkPasswordResetCommand.cs(24,15): warning MA0048: File name must match type name (record BulkOperationResult) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"750d35299553866965b93fc91fa5ede0","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Application\Commands\BulkPasswordResetCommand.cs(12,16): warning MA0016: Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"01c31b9401e020db8294c7f6c52ae7dd","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Application\Commands\BulkPasswordResetCommand.cs(28,18): warning MA0016: Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"fabc5d6680bd8e72891140e9a6a02f6a","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Application\Commands\BulkPasswordResetCommand.cs(40,15): warning MA0048: File name must match type name (record BulkOperationResult) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"0e09bd75ef601d38970b66c88b31b0ee","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Application\Commands\BulkPasswordResetCommand.cs(44,18): warning MA0016: Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"f12d7db87b57d215dc457f5f4800696e","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Application\Commands\BulkPasswordResetCommand.cs(45,17): warning MA0016: Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"ca69f86ec5f6ca91e023debf21e5c129","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Domain\Aggregates\AlertConfiguration\ConfigCategory.cs(11,21): warning MA0048: File name must match type name (class ConfigCategoryExtensions) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"33a74b279accd8473e2829e10569ccfa","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Application\Commands\BulkRoleChangeCommand.cs(12,16): warning MA0016: Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"5fb2affe6e4458256ad1f714350af034","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Application\Commands\AlertRules\CreateAlertRuleCommand.cs(16,14): warning MA0048: File name must match type name (class CreateAlertRuleCommandValidator) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"231b9f859d742873d993713d4c41aee9","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Application\Commands\AlertConfiguration\UpdateAlertConfigurationCommand.cs(16,14): warning MA0048: File name must match type name (class UpdateAlertConfigurationCommandValidator) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"352fd239b60aa7c25c45f1500ba14256","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Application\Commands\GenerateReportCommand.cs(20,22): warning MA0048: File name must match type name (record GenerateReportResult) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"85733650250c86f622bfba5677a75b8b","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Domain\Aggregates\AlertRule\AlertSeverity.cs(5,21): warning MA0048: File name must match type name (class AlertSeverityExtensions) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"12b41d0d5f3f124bd8d4626aed8f2336","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Migrations\20251211140833_AddApiKeyUsageTracking.cs(9,26): warning MA0048: File name must match type name (class AddApiKeyUsageTracking) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"65b38156c7dbca3017a747bf147da7b6","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Application\Commands\AlertRules\UpdateAlertRuleCommand.cs(16,14): warning MA0048: File name must match type name (class UpdateAlertRuleCommandValidator) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"7e1a4f2cacdeb0a4b4d7fc0889b3924f","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Migrations\20251211215636_AddAdminReportsAndExecutions.cs(9,26): warning MA0048: File name must match type name (class AddAdminReportsAndExecutions) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"5372eaff3d4b2bf374e87c5903046c9f","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Migrations\20251212064546_AddEmailRecipientsToAdminReports.cs(8,26): warning MA0048: File name must match type name (class AddEmailRecipientsToAdminReports) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"1723984e620386cbc7c923eca821cb08","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Migrations\20251212091232_AddAlertRulesAndConfiguration.cs(9,26): warning MA0048: File name must match type name (class AddAlertRulesAndConfiguration) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"f5363ca72522b10e72aafd549de21af5","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Routing\AdminUserEndpoints.cs(386,51): warning MA0016: Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"8d3948a29888425b2561b3691eeab791","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Infrastructure\Configurations\GameFAQConfiguration.cs(11,14): warning S101: Rename class 'GameFAQConfiguration' to match pascal case naming rules, consider using 'GameFaqConfiguration'. (https://rules.sonarsource.com/csharp/RSPEC-101) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"0438402cc4fa5069c1f579202eedc58c","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Migrations\20251212122759_AddGameFAQSystemOptimized.cs(9,26): warning MA0048: File name must match type name (class AddGameFAQSystemOptimized) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"d11ad6d243ed63b03f1c3b240d43020f","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Routing\AdminUserEndpoints.cs(391,48): warning MA0016: Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"17117429ccfbadb4c284b5aab22dbd92","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Migrations\20251212130625_AddAgentIdToChatThread.cs(8,26): warning MA0048: File name must match type name (class AddAgentIdToChatThread) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"ee3c04c2d8cef86b7e4623a73deb7df7","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Migrations\20251212135842_AddDocumentCollections.cs(9,26): warning MA0048: File name must match type name (class AddDocumentCollections) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"30d81da8448abfe0401345dfb8c78858","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Migrations\20251212173331_AddShareLinksTable.cs(9,26): warning MA0048: File name must match type name (class AddShareLinksTable) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"e4aadc48d96e31a36dd1f5a7515213b3","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Migrations\20251212191015_AddUserNotifications.cs(9,26): warning MA0048: File name must match type name (class AddUserNotifications) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"00baabd375a9d23d7b9af38834d0f8e2","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Routing\AlertConfigEndpoints.cs(130,15): warning MA0048: File name must match type name (record UpdateAlertRuleRequest) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"9c205a2703645d2e2e37d894224b80a7","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Migrations\20251213074930_AddNotificationIndexes.cs(8,26): warning MA0048: File name must match type name (class AddNotificationIndexes) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"45647a7a7b100c439cc80b0b0e823d65","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Routing\AlertConfigEndpoints.cs(131,15): warning MA0048: File name must match type name (record TestAlertRequest) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"da5dae26fb1a333ff50a675b38717aee","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Routing\AlertConfigEndpoints.cs(129,15): warning MA0048: File name must match type name (record CreateAlertRuleRequest) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"654ff46054ecbe66c4e83f5e93f43cdf","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Migrations\20251213111750_AddRuleSpecRowVersion.cs(8,26): warning MA0048: File name must match type name (class AddRuleSpecRowVersion) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"1482889c2ea89dd8877735c710679626","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Routing\AlertConfigurationEndpoints.cs(78,15): warning MA0048: File name must match type name (record UpdateAlertConfigurationRequest) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"f0892a98f283d9d51a596ce8f28d0254","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Application\Queries\AlertConfiguration\GetAlertConfigurationQuery.cs(13,15): warning MA0048: File name must match type name (record AlertConfigurationDto) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"b67a845e5fcfc376df3bab2ebd2605c3","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Domain ervices\IReportGeneratorService.cs(40,22): warning MA0048: File name must match type name (record ReportData) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"d4214ecdd196c0af5e8a10cf0d894279","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Domain\ValueObjects\ReportFormat.cs(23,21): warning MA0048: File name must match type name (class ReportFormatExtensions) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"4db6d657cd8460a3353d93a689b83ba6","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Routing\ReportingEndpoints.cs(185,22): warning MA0048: File name must match type name (record UpdateScheduleRequest) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"0e51bf83a61ad6875ef651f3fddf2a71","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Routing\ReportingEndpoints.cs(171,22): warning MA0048: File name must match type name (record GenerateReportRequest) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"11d3b2a7e84ae800496898fdaebd4f2f","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Application\Queries\AlertRules\GetAlertTemplatesQuery.cs(7,15): warning MA0048: File name must match type name (record AlertTemplateDto) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"77d6597d40dd0e4fb31dbde3814ebae9","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Infrastructure cheduling\IReportSchedulerService.cs(35,22): warning MA0048: File name must match type name (record SchedulerStatus) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"a9b709105872d6e33105ec595bb0e7dc","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Infrastructure ervices\Formatters\IReportFormatter.cs(28,22): warning MA0048: File name must match type name (record ReportContent) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"38baea5899409a6d5acd4342f1aef7ce","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Routing\ReportingEndpoints.cs(176,22): warning MA0048: File name must match type name (record ScheduleReportRequest) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"eaae9b1d0efde9b1196d2c7387e0ed3d","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Application\Queries\AlertRules\GetAllAlertRulesQuery.cs(7,15): warning MA0048: File name must match type name (record AlertRuleDto) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"44811524265e0c6ac222ba93293537ee","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Authentication\Application\Commands\CreateShareLink\CreateShareLinkCommand.cs(29,22): warning MA0048: File name must match type name (record CreateShareLinkResult) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"5b2f293ada93aee985034e4deb979561","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Infrastructure ervices\Formatters\IReportFormatter.cs(39,22): warning MA0048: File name must match type name (record ReportSection) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"a798d119281f897c9758dd35c2a21606","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Infrastructure ervices\Formatters\IReportFormatter.cs(48,22): warning MA0048: File name must match type name (record ReportDataRow) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"a33acc2e6c5b525625b04b7d03317798","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Infrastructure ervices\Formatters\IReportFormatter.cs(54,22): warning MA0048: File name must match type name (record ChartData) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"1adf6f45cb93c8e0c745e71e87a93239","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Infrastructure ervices\Formatters\IReportFormatter.cs(57,34): warning MA0016: Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"9917e8df0354c7171c26b32109ac9eb5","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\Administration\Infrastructure ervices\Formatters\IReportFormatter.cs(63,13): warning MA0048: File name must match type name (enum ChartType) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"774d316be5778bc4511d6f42fed1bd5e","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\DocumentProcessing\Application\Commands\DeletePdfCommandHandler.cs(85,17): warning S125: Remove this commented out code. (https://rules.sonarsource.com/csharp/RSPEC-125) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
"647ccdf2b25cca5b13c8b4726f9efdcd","","","","","Other","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\BoundedContexts\DocumentProcessing\Application\Commands\DeletePdfCommandHandler.cs(106,13): warning S125: Remove this commented out code. (https://rules.sonarsource.com/csharp/RSPEC-125) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api rc\Api\Api.csproj]"
